No,Komentar,Label
988,Pak sandi ok juga buat saya.,p
989,Akhirnya Mentri agamanya ke nu,n
990,"Bu risma,  rakyat jatim bangga padamu.. 
Ciayooo..",p
991,Aku sih iyesss 👍👍👍👍,p
992,"KOK GA ADA DENO SIROEGUR, GA ADA JUGA ABU JANDA, GA ADA JUGA SI ROMLI? GA ADA JUGA DOSEN APA TUH!!! MEREKA SUDAH BERJUANG KERAS UNTUK REZIM!!!! KOK BUKAN MEREKA YG DIANGKAT????",n
993,Mentri Mentri yg dipaksakan & dipaksa.,n
994,Masya allah...alhamdulillah mantan walikotaq😢😭😭😭 maju truz bu risma👍👍👍👍,p
995,berharap ada bu susi,p
996,Umpama sya mau di lantik jdi mentri saat ini  sya langsung kabur  takut bergabung,n
997,Ibu Susi nggak masuk??? 🙄🙄🙄,n
998,Umum kan daftar koruptor yg akan di hukum mati juga dong jok...,p
999,np g ibu susi menteri kelautanny lg pak,n
1000,Kirain ada nama munarman sama haikal hasan hahahahahahahhahaha,n
1001,Semoga reshuffle kementerian di penghujung th 2020 ini membawa kebaikan pada pemerintahan.,p
1002,"Insya allah indonesia bersih dari tikus berdasi Aamiin,  kami sebagai rakyat berharap besar kepadamu Bu Tri Risma",p
1003,"Alhamdulillah 
Alhamdulillah 
Alhamdulillah  
Bu Risma selamat bersih"" bu.",p
1004,semoga semua mentri baru amanah ❤️,p
1005,"Semoga semakin solid dan amanah , Aamiinn YRA 🤲🤲🤲❤️",p
1006,"Menteri2 yg bru, sy fikir pilihan sdh tepat!",p
1007,Bu Risma... Saya percaya anda akan menjadi pemimpin yang berkualiatas 🙏,p
1008,Mantaaapppp👍,p
1009,Ahhhh mantap Bu Risma 😭😭😭,p
1010,IBU RISMA YESSS,p
1011,Alhamdulillah barakallah 🤲🤲🙏👍❤️,p
1012,"Semoga ja, smua bs mnjlnkn tugas2 nya dg amanah!",p
1013,Aaaah sayang....Bu Susi g diangkat menteri kelautan,n
1014,"Sangat setuju bu rismaa jadi mensos semangat buu !
Menteri kesehatannya knpaa gak koheren dengan profesinya :(",n
1015,Alhamdulillah ini keputusan yang sangat di tungu tungu rakyat ibu Risma jadi Mensos👍,p
1016,"Alhamndulilah smoga bu  Risma ,p.sandi,p.Yaquf, p.wahyu dan semua  sokses sllu🙏",p
1017,"Selamat Ibu Risma, hajaaaarrr tuh para pemain² korupsi yg ada Depsos",p
1018,Selamat semoga amanah dan mbawa kebaikan un nkri,p
1019,"Alhamdulillah Bu RISMA dan Bapak SANDI jadi NENTRI. 
Beliau berdua adalah Warga NKRI Terbaik minimal Versi SAYA....

Yang Punya perasaan sama dengan Ksmi silahkan LIKE ysh",p
1020,Bu Risma ❤️❤️❤️,p
1021,"Setuju Bu Risma di Mensos keren, selamat nggih bu memegang amanah baru,  sukses sll. Selamat jg untuk bp Sandiago Uno, selamat pak ekonomi kreatif semakin maju. Aamiin.🙏👍",p
1022,"selamat bertugas bu Risma, semoga jabatan ini bisa terus menambah pahala ibu ke surga nanti, amiiin",p
1023,Mantap bu risma❤️,p
1024,BU RISMA DI LAWAN...SALAM JUJUR DAN ADIL BU,p
1025,"Ya aloh semoga mentri yg baru bs amanah, tp knapa fadlzon ko ga di ganti ya",n
1026,"Bu Risma....
woooooooooooooooooooooooooooooww..........!!!
semangaat...",p
1027,mantaaaaaap,p
1028,Yaqut??? 😂,n
1029,Ibu'e Bonek jadi menteri sosial...merinding nangis buk?????,n
1030,Semoga lancar dan Indonesia makin Maju,p
1031,"Selamat bu risma, top",p
1032,Mendengar nama bu risma langsung ngeh greget seneng banget. Semoga amanah bu. Love you bu risma,p
1033,"Astagfirullah alazim,,,,",n
1034,"Yeaaaaayyyyyy bu risma....
Salam dan doa kami dr surabaya...
Maling sikat bu
Semangaaaaatttt",p
1035,"Kaya nya Gus Yaqut jadi Menag, ktum PBNU kecewa lgi gk ya😀. Mbh Aqil siraj",n
1036,Akhirnya jadi milik e Bangsa Indonesia yah..👍🏻 Bu Risma..,p
1037,Mensos dan Menag nya sangat tepat sekali. Merdeka!,p
1038,ada ormas yg  manyun dong 🤣🤣🤣,n
1039,"Ibukk, sehat2 buuu💙💙 Semangat bu Risma,  🙏🏻",p
1040,BERSATU MEMBANGUN NEGERI...DAMAILAH INDONESIAKU DALAM KERAGAMAN DAN PERBEDAAN !!! Aamiin Allahuma Aamiin...,p
1041,Mantaaappp...👍👍👍,p
1042,Pak Joko semangat dan sehat semua rakyat dibelakang jenengan Gbu,p
1043,Klo yg bernaung di bawah dpi tunggu giliran dpt jatah mentri tp kebanyakan Gk becus kebijakanya slalu buat gaduh hingga heharmonisan dlm berbangasa slalu gaduh,n
1044,SELAMAT DAN SUKSES. I 💚 NKRI.,p
1045,semoga bekerja dengan baik dan amanah..,p
1046,Selamat bertugas bpk dan ibu..semoga indonesia mjd lebih baik,p
1047,Aku orang NTT senang'banget dengar klo ibu Rismaharini jd Mentri sosial'... selamat ya Bu...,p
1048,Setuju b.risma mensos👍,p
1049,mantap ada ibu risma favorit,p
1050,Bu risma hebat😍😍,p
1051,semoga indonesia ke depannya lebih baik lagi,p
1052,"Mantaps,Bu Risma jadi Mentri sosial👍",p
1053,bu susi??ko engga kepilih ya,n
1054,Luhut kok gak direshuffle? Gantilah luhut dengan mardigu pak,n
1055,Deny Siregar bergembira melihat ini,n
1056,Bu risma jadi calon gubernur dki saja biar seru ..bu susi jdi mentri klautan lgi ✌,n
1057,waah Alhmdllah smg Bu Risma sll sht dlm tugas,p
1058,Selamat Bu Risma. Semoga amanah ya Bu,p
1059,MENKES AKHIRNYA GANTI!,p
1060,Mantap semoga   dgn terpilih x kabinet  kerja Indonesia maju untuk kedepan semakin baik,p
1061,Yeeeeee bundaku....jadi Mentri sosial. Selamat...bunda....semoga semuanya JD lebih baik.....,p
1062,Yaqut ?? 😥😥,n
1063,"Entah berapa kali tukar menteri  pada gk beres semua
  Lah dia sendiri kerja sendiri",n
1064,Mantap bu risma semoga ga ada lagi korupsi di mensos,p
1065,"Waww, mantab dirut mandiri (perbankan) jadi mentri kesehatan.. good job",p
1066,Alhamdulillah,p
1067,simbok katanya mo leren karena capek nangis! kwkwkwkwkw,n
1068,Kita tunggu sepak terjang kemenkes. Mantap,p
1069,Wah mas wisnutama diganti brrti...,n
1070,bukan menteri  yng kami butuhkan. tapi yng kita semuaa maue adalah keaddillan .parcuema secerdas apapun kalou di jiwanya ga ada .keaadillan.,n
1071,Kenapa bu susi ga di panggil lagi pak? Padahal kami semua mengharapkan beliau kembali membenahi laut Indonesia  🙏,n
1072,Proudd ibu risma love you,p
1073,2021 semoga ekonomi kita meroket,p
1074,Alhamdulillahhhh.... Semoga Ibu RISMA Amanah...,p
1075,Semoga yg diberi jabatan tdk lupa diri . Mantap ibu risma dan sandiaga,p
1076,Rangga petinggi sunda empire knp gak di angkat?,n
1077,"Sedia frozen food dengan harga yang murah, kualitas terjamin dan juga enak

Ongkir 15rb jakarta
Ongkir 10rb bekasi",n
1078,"Pesan... Buat mentri yg baru jgn mudah marah dan berpuas diri raih semua yg bisa membuat Indonesia maju, tentram makmur dan aman, bismillah semoga Alloh meridhoi amin",p
1079,"Bu susi ngpa ga ada ya? Verharap sekali mau kembali jd mentri, saya yakin pamor bunrisma pasti kauak bu susi selalu di beritakan,.selamat bunrisma, saya fans bngt",n
1080,Akhirnya bu risma jadi menteri,p
1081,Salam bu Risma..Yg msh senang korupsi di tenggelamkan sj bu Risma...Atsu di duruh pos ab sejumlah uang di korupsi...Pasti jerah bu..,p
1082,"uhmmm... Kog bisa kelupaan ya dipilih nama ADE ARMANDO, DENNY SIREGAR,  DEWI TANJUNG, ABU JANDA, & NGABALIN sebagai MENTERI ya...???",n
1083,Mantap Gus Kholil masuk,p
1084,Mantap,p
1085,Mantap,p
1086,Mantap,p
1087,Semoga ini bisa jadi batu loncatan ibu Rizma untuk jadi RI 1 bareng bapak Ganjar,p
1088,Kereeeen,p
1089,Siap siap bersih2 kemensosss,p
1090,"Biasa aja x muka nya..
Kok di melas melas in",n
1091,"Yang menarik hanya Ibu Risma . semoga di pos yg baru lebih amanah dan mampu merubah citra Kemensos lebih baik dan joss.
Untuk yg lain semoga dapat memberikan manfaat kepada rakyat Indonesia.",p
1092,Selamat Bu Risma jadi Mensos aku arek Suroboyo,p
1093,"Bukan ingin ,,tp saya mengumumkan Indonesia  ttp dekat bahkan mundur !!,,jok jok kumpulin semua baju banteng!!",n
1094,Menteri anti korupsi ga Ada ya? Cuma nanya ..,n
1095,"Semoga yg jadi mentri ,jaga amanat dan berjiwa pembrani karna benar ,brantas korupsi .",p
1096,MeNag nya tdk meyakin kan ky terllu mkasain hi,n
1097,Lama gue tunggu kok nma zonk tak ada ya...,n
1098,"Semoga Istikomah,demi kemajuan bangsa dan negara dan kesejahteraan rakyat amiin",p
1099,Semoga para mentri br kerja menjalankan tugas negara dan harapan tidak kurupsi,p
1100,Sukses,p
1101,Alhamdulillah akhirnya terawan dikeluarkan dari grup,n
1102,Selamat ibu Risma 👍👍,p
1103,Bu Susi nya mana?,n
1104,"Menag nya malah yaqut,harusnya abu janda lah.",n
1105,"Pas hari ibu..alhmdlh bu risma jadi mentri,semangat bu dan tetap sll istiqomah serta amanah dalam menjalankan tugas yg baru...doa rakyat indonesia menyertai ibu risma sll..aamiin ya robbal'alamiin",p
1106,Dari segi bahasa tubuh bu risma mencerminkan pemimpin yang low profile..dgn berdiri sejenak serta melihat sekitar kursi yg baru di duduki beliau..bangga serta terharu bu..kami warga surabaya..🥰🥰,p
1107,Hadeehhh knp  Zonk gk diangkat jd menteri pernyinyiran+pengelesan 😂😂,n
1108,Mantapppp👍👍🙏❤️❤️❤️❤️❤️,p
1109,Menteri klo mau joss harus selektif...jangan pesenan partai..puyeng Jkwi..dikit2 diganti...saya sampai gak hafal namanya,n
1110,Hrs nya menteri kkp si ahok,n
1111,Bravòoo bu risma yeeessss,p
1112,mantab...,p
1113,Amin smoga dapat menjaga amanah slamat bagi Indonesia,p
1114,"Bu risma...
Surabaya sedih di tinggalkan ibu...",n
1115,"Sediiiihhhhh, kenapa ga ada bu susi ???",n
1116,Pak wisnu kemana?😭😭😭,n
1117,Komen terbanyak ke Bu Risma...👍👍😇,p
1118,Ibu Susi mana?,n
1119,Mensos ya tetep dari PDIP,n
1120,Kenapa kementrian kelautan & perikanan bukan ibu susi pak.kami atas nama rakyat kecil mendukung sepenuhnya ibu susi yg telah terbukti kinetjanya.,n
1121,Sayangnya gak ada ibu Susi...,n
1122,Terawan kemana ya?,n
1123,Semoga bu risma di beri kesehatan sllu amin tugas y berat ibu,p
1124,Mantapp pak dee,p
1125,Mantap pak sandi uno👍👍,p
1126,Bu risma layak jadi menteri sosial,p
1127,Mantap ibu Risma 👍👍👍,p
1128,Andai Bu Susi masuk lagi di kabinet,n
1129,Lord luhut aman terusssss,n
1130,"Bang Sandi hatinya baik, sudah terbukti alloh memberi anugrah yg terbaik.
Yang amanah ya bang..!!!",p
1131,Menciptakan. Pengorupsi baru😂😂😂😂😂,n
1132,Kasian wisnutama padhal dia kreatif bngt... Tpi krna pandemi jdi gk biaa berkreasi,n
1133,2 lawan di pilpres jadi menteri semua 😄😄😄😄😄,n
1134,Selamat untuk terpilih nya menteri yang baru pertahanan jaket warna biru mu dengan prestasi untuk melayani rakyat dan negara dan jangan sampai berubah warna jadi warna oranye... good job.🙏🙏,p
1135,pak Yaqud akan menghabisi radikalisme di Indonesia,p
1136,"Gus yaqut
. luar biasa",p
1137,Maju apanya?  Maju korupsi uang rakyat.,n
1138,"kaderun makin vanas ini, jd kasihan gua 😭",n
1139,"Menteri Kesehatan tpi BUKAN orang kesehatan lah gimana pakde, lucunya negeri ini, makin lama covid ini berakhir",n
1140,Bu risma rakyt prcaya padamu ibuk.....shy trs njih buk biar q org jawa q suka sm ibu risma cara mmimpin ....,p
1141,Alhamdulillah gus yaqutt,p
1142,"Waoww  akhirnyaaa bu risma ,,, siap siap pkh yg korup ,,sigalak akan makan anda ,,,",p
1143,Wisnutama dicopot dong,n
1144,Alhamdulillah ibu Risma terpilih jadi menteri   Alhamdulillah ya Allah 💖💖💖💖,p
1145,Yg mau saya dengar kamau mengundur kan diri joko gak mau dgnr yg lain,n
1146,Bu Rismaaaaa... We love youuuuu❤️❤️❤️❤️😍😍😍,p
1147,"Ew om sandiaga kesampean bisa di atas pak anies.. bisa setara juga ma pak prabowo..
Pak wisnutama lepas berarti ya..
Mentri kelautan masih org pak prabowo",n
1148,Bu risma❤❤❤❤,p
1149,"nonton di 1,25x atau di 1,5x aja",n
1150,Kalo tau gini mah ga usah ada pilpres 2019 buang2 duit dan korban jiwa aja...,n
1151,mantap bu risma 👍,p
1152,Kalau gini mending musyawarah mufakat aja udah.. Hemat anggaran Pemilu.. Bisa buat biayai proyek produktif.. Yang nyapres kemarin duduk semua.. hahahaha..,n
1153,"Aq wong suroboyo... Jangan lupain surabaya ya bu... surabaya bersih indah maju gag ad sampah, bner2 cantik gag kayak dulu berkat tangan dingin ibu... takutnya surabaya nanti amburadul lagi kayak dulu😭 tp gpp jd menteri sosial agar ibu bs nolong lbh banyak org yg membutuhkan... semoga banyak keluarga pra sejahtera jd lbh sejahtera d tangan ibu... semangat bu risma...",p
1154,Selamat... Mantab semuanya,p
1155,pilih yang bener pak... jangan yang suka korupsi melulu,n
1156,Bu Risma.....Doaku untukmu...sehat ya Bu....banyak yang membutuhkan Ibu.... Semangat,p
1157,"Kemarin banyak caci maki yg diterima bu risma saat menjadi walikota, Alhamdulillah skrng diangkat jadi mentri",p
1158,NU jaya jaya jaya 🙏🙏🙏🙏 NKRI harga mati..,p
1159,"yg paling saya setuju, RISMA dan SANDIAGA UNO",p
1160,Yng lg kasus dana bansos anak siapa ya,n
1161,Ibu Risma ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,p
1162,mantap bu risma .. idola saya,p
1163,Kembalikan ibu susi.,n
1164,"Bu Susi mainkan lagi pak, kelamaan duduk di bangku cadangan.",n
1165,Selamat Buat Ibu Risma dan Bapak Sandiaga Uno🙏,p
1166,Bu risma😘😘😘😘😘,p
1167,yes..oke oce.... yes..yes...yes...... ayo..ayo... Pak Uno ditagih rakyat program kerjanya untuk ekonomi rakyat....  ditunggu hasil kerjanya... selamat bekerja ya...,p
1168,"Alhamdulillah, pak sandiaga uno dan bu.risma jadi menteri akhirnya, selamat bertugas untuk kalian yang saya kagumi, semoga amanah, aminnn 🤗🤗🤗",p
1169,Hidup NU!!,p
1170,S uno buktikan apa yg selama ini anda ketengahkan sebelum atau selepas pilpres lalu .....,p
1171,Bagus la tak bleh krja buat apa di pakai... Ganti yg baru aja masich banyak yg pandai..!!,p
1172,Saya ingin Bu Susi😔,n
1173,"Waktu itu ada yang pingin njegal ibu Risma supaya ga maju ke Jakarta.Tapi Allah maha adil.Allah angkat derajat ibu Risma di angkat derajat ibu Risma tinggi"",dan menjabat sebagai menteri.selamat ibu,saya bangga pada ibu❤️👍",p
1174,"Dan cukkk dany mprongggossss mati kutu mantan napi,, wahahahahahaha hahahaha. GIMNA rasanya pada keokksekarang gabung dgn pemerintah,,,",n
1175,Kenapa bu susi nggak di jadiin menteri kkp lagi,n
1176,Horeee bu Risma 👍,p
1177,"Menteri Kesehatan nya kok ngak ada Latar belakang nya dari kesehatan.
Malah latar belakang nya dari pembisnis.😭
Apakah bisnis Vaksin?",n
1178,"BU RISMA KEMENSOS, SANDI UNO KEMENPAREKRAF udah cocok itu gausah dirubah2 lagi.

INTEGRITAS dan KAPABILITAS tidak diragukan lagi",p
1179,Mantap Bu risma,p
1180,Lucu kali sandi kok jadi mentri?,n
1181,"Gonta ganti Mentri hasil nya sama aja,hutang negara tambah berlipat ganda",n
1182,Bapak /ibu menteri yg baru...semoga tidak tergoda uang haram ...utamakan rakyat..,p
1183,"Bu risma, amanah selalu ya buk.
🤲
Sehat sehat selalu ya buk. Semoga di beri kemudahan kesehatan selalu untuk indonesia yang lebih baik.🌹🤲",p
1184,Mantap d selamat bu Risma tunjukkan pd mereka kalau engkau mampu bekerja dgn benar & jujur....GBU..,p
1185,Robak terus ampe bagus ya pak wkwkwkkwkw,n
1186,Selamat bekerja,p
1187,Mantaaaaaap... Semoga bekerja lebih baik.. Terimakasih untuk yang sudah selesai bertugas.. Tetap semangat..,p
1188,Slmt bu Risma👍👍👍👍👍,p
1189,Selamat Buat Gus Yagut Smoga Amanah dlm Mnjalnkn Tugs,p
1190,Selamat Ibu Risma  ❤❤❤❤ brantas korupsi di sosial Dan pak Sandi UNO  semoga yg lain  amanah,p
1191,apakah ada mentri titipan lagi bukan dari kapasitas? serius saya cuma tanya :),n
1192,Gusti patih amin rais kok gk di pilih to ya..,n
1193,"Selamat semoga bisa amanah dlm menjlnkn tugas negara yg sangat berat, demi Indonesia lebih maju.",p
1194,Mantap bu rismaa,p
1195,"Mak e Surabaya jadi Mentri, Selamat Bu Risma, semoga sehat selalu dan sukses selalu dengan Tugas Baru nya",p
1196,Kangen bu susi,n
1197,Setuju sekali bu risma jadi menteri sosial . Hati yg baik & mulia cocok jadi menteri sosial . Semoga indonesia jadi lebih baik .👍👍🙏🙏,p
1198,"Subhanallah .. Gus Yakut Menjabat MENAG ,, Allhamdulillah",p
1199,Kasian banget ibu susi ga di pilih...,n
1200,selamat bu risma,p
1201,Selamat buk Risma semoga kementerian sosial bertambah maju dan baik,p
1202,"Selamat buat IBu Risma, wong Jawa Timur bangga dengan Ibu, semoga amanah. Aamiin.",p
1203,"Hehe, mensos PDIP lagi. Jangan takut brantas yg main blakang yaaa bu...",p
1204,"Alhamdulillah 
MsyaAllah
luar biasa 
Selamat Bu Risma",p
1205,Selamat b.Risma ...moga amanah utk rakyat Indonesia....,p
1206,"Yesss,...ibu Risma 😍😍😍😍",p
1207,"Selamat berjuang ibu Risma, maju terus mewakili perempuan Indonesia, tetap semangat dan ketegasan diutamakan dlm bertindak nun dekat pd rakyat kecil utk meningkatkan taraf hidup masyarakat lebih baik",p
1208,Mantaaaaaa,p
1209,Tangkap dan borgol yg maling uang rakyat,n
1210,"Sehat sehat bu risma, setelah ini tugas mu lebih berat 😊",p
1211,"mantab ibu risma babat abz buk org"" yg korup bansos",p
1212,"Sayang sekali Yg saya tunggu kurang satu, bu susi mana,,",n
1213,Bu Risma 👍 😍,p
1214,"Semoga menteri yg baru Amanah dlm jabatan nya, kita doakan biar kinerja beliau2 itu bermanfaat utk kita semua 👍❤️🇮🇩❤️🙏",p
1215,Maju terus bu risma salut....semoga sll sehat dan panjang umur...sucses...,p
1216,Mantab Bu Risma....  Selamat menjalankan amanah dr rakyat...,p
1217,"Cocok banget untuk Bu Risma jadi Mensos, jiwa sosial Bu Risma sangat besar",p
1218,Kado yang sangat Indah dan Spesial buat Bu Risma di Hari Ibu Tahun ini... Selamat Bu Risma 😇😇😇,p
1219,Semoga amanah...,p
1220,Selamat bapak / ibu menteri baru. semoga amanah dan memberikan perubahan yang berfaedah bagi kemaslahatan seluruh rakyat Indonesia.,p
1221,Kementerian kesehatan kok dipimpin oleh orang yg background'a ekonomi banget ya? 🤔,n
1222,Yess bu risma jadi menteri... pak sandi jadi menteri juga.. siapp nih mantap bangat Sandi Risma DKI 2022,p
1223,Nama bu risma menggoncang hti kcilku bhw beliau adalah orang yg jjur dan baik,p
1224,"""ASIK AKHIRNYA KEBAGIAN JUGA"".",n
1225,kereeennn 👍👍👍,p
1226,"Nunggu TV satu nyiarin berita ini belom nongol, 🤣🤣",n
1227,"Ga ada nama susi pujiastuti,😭",n
1228,masya allah tabarokallah,p
1229,Alhamdulillah Bu Risma diberi amanah oleh negara.. Sehat Selalu Bu..,p
1230,SELAMAT BU RISMA..JADI MENTERI GA PAKAI SUJUT YA BU..SUKSES SELALU.,p
1231,Alkhamdulillah BU RISMA JADI MENTRI SOSIAL,p
1232,"Ya allah, selamat ya bu, untuk bang Sandi, selamat bertugas, selalu istiqomah ya bang sandi, tunjukkan klo kita, adalah manusia yg bermenner, dan berachlak. Selalu jaga marwah keluarga kita aamin.",p
1233,Selamat kpd bpk ibu menteri yg baru semoga amanah ini membawa barokah untuk kemajuan negara tercinta..aamiin,p
1234,"Alhamdulillah,,,insyaAllah bu risma orang yg sgt tepat dan jujur utk mengisi mensos,,,merinding dan meneteskan air mata,,aku sangat yakin beliau org yg berjiwa sosial yg sangat tinggi",p
1235,"Sujut sukur ya alloh
Bu risma jd mentri sosial",p
1236,"Semoga beliau beliau ini amanah,aamiin,,",p
1237,"Bu Risma sudah membersihkan Surabaya, sekarang saatnya membersihkan Kementrian Sosial...",p
1238,wkwkwk ter cloud sudah sirna bye2 dont cumback,n
1239,Knpa bu susi ga di angkat jadi mentri klautan lagi pak persiden..?,n
1240,Yes Slmt buat ketua BK GP Ansor,p
1241,Q org Malang mengucapkan selamat atas terpilihnya bu risma jd mentri...cm knp mentri kelauatan kok bukan bu susi,p
1242,"Proficiat, selamat bekerja Bapak Ibu menteri yang baru diangkat. Semoga menjadi berkat bagi Indonesia...",p
1243,"Alhamdulillah bu risma ,smg amnh bu...",p
1244,Smoga amanah & istiqomah...,p
1245,"si yaqut akhirnya masuk juga,",p
1246,Alhamdulilah ya Allah,p
1247,Siuno kepilih??? Gimana dengan oke oce yg udah kagak jelas keberadaannya. Apa tidak ada sosok lain selain siuno???,n
1248,Menjabat mentri sosial godaanya besar..smga bu risma bisa jadi mentri yg baik..sembako buar rakyat yg tdk mampu tercukupi..smga gusti allah memberi kesehatan..bu risma,p
1249,Semoga amanah,p
1250,cieeeee bang sandi  😉😁,p
1251,Kenapa sih oke oce bisa d pilih ya? Programnya yg d jkrta aja kacau.. menyedihkan nih politik,n
1252,"Selamat buat mentri mentri baru, semoga membawa pemerintahan lebih baik lagi... Amiin yarobal'allamiin",p
1253,"Syang sekali prof RG g masuk..... Padahal dia kompeten, pekerja keras......",n
1254,kok keren pake jaket sragam.... 👏,p
1255,"Selamat kepada bapak ibu Mentri yg terbaru...
Cahaya terlihat terang di wajah seluruh rakyat Indonesia....semangat Indonesia yang semakin maju...salam NKRI",p
1256,"Semoga kerja nya memuaskan semua pihak. Indonesia bisa jadi negara maju,damai,adil&sejahtra,jgn terkena kasus suap/korupsi hati2 bpk2 n ibu..anggrek ungu cantik bgt naksir aq tuh meuni subur mekar",p
1257,Siapapun menteri nya yg korupsi harus d tembak mati,n
1258,Hasseeeeek👍👍👍👍👍,p
1259,Alhamdulillah bu risma,p
1260,"Semoga para calon mentri baru yg di berikan amanah dan tugas negara bekerja dgn jujur, ikhlas dan bertanggung jawab.. Aamiin YRA",p
1261,saya kira Tuan Guru Bajang akan jadi salah satu menteri baru,n
1262,Ada Gus Yaqut...moga amanah Gus..,p
1263,wihh..  keren bu risma dan bang sandi jadi menteri,p
1264,Hajar koruptor yg mendarah daging di kemensos bu...rakyat dibelakangmu,p
1265,"Bu susi kemana ya, adehhhh",n
1266,"𝘚𝘦𝘭𝘢𝘮𝘢𝘵 𝘶𝘯𝘵𝘶𝘬 𝘣𝘶 𝘳𝘪𝘴𝘮𝘢


𝘋𝘢𝘯 𝘶𝘯𝘵𝘶𝘬 𝘣𝘢𝘱𝘢𝘬2.... 𝘠𝘨 𝘢𝘮𝘢𝘯𝘢𝘩 𝘺𝘢.. 𝘑𝘨𝘯 korupsi👍👍👍👍",n
1267,Selamat ya emak Suroboyo... semoga sehat selalu,p
1268,Waalium salam..,p
1269,Selamat bunda Risma idolaku🙏,p
1270,"Waduh,para oposisi medsos kepanasan + kejang2",n
1271,Selamat Bu Risma terpilih sebagai Mensos,p
1272,Mantabz dah akhirnya oligarchy tidak terbendung..,n
1273,Selamat pak Sandiaga Uno sudah mewakili generasi muda untuk urusan parawisata dan ekonomi kreatif. Semoga makin maju ya!,p
1274,Gus yaqut apa bedanya sama menteri yang terdahulu? Sama sama demen bikin kegaduhan,n
1275,Mantap,p
1276,Mantapp,p
1277,"Selamat Bpk Sandiaga Uno.
Orangnya cakap bekerja, tdk suka banyak omong.",p
1278,"Selamat bekerja demi Indonesia tercinta ,,,,,,",p
1279,Semangat semangat,p
1280,Menteri perikanan yang kurang bagus....,n
1281,Selamat bu risma...smga indonesia nambah sejahtera,p
1282,Lagi lagi rombak kabinet sebelumnya nggak terlalu tegas.,n
1283,bu risma mundur ya jadi walikota sby?,n
1284,👍👍👍 semoga menteri mentri yg baru benar2 sidiq amanah fathonah dan tablig .. Aamiin,p
1285,Bu Susi juga lah ah.. Kelautan pemting ini juga,n
1286,Wisnu tama balek lagi ke TV 😂😀,p
1287,Siapapun yg terpilih..semoga kejujuran dan kecerdasan bisa memajukan indonesia ..,p
1288,Kirain ada menteri pertanian.,n
1289,Bu Risma 👍🏿👍🏿🙏🙏,p
1290,Alhamdulillah semoga bu Risma diberikan keshatan dan dapat mengemban amanah yg sngt mulia.sebagai mensos...semoga rakyat  Indonesia merasakan kenikmatan dan kebahagian dlm kehidupan kondisi yg serba kekurangan....,p
1291,"Sangar, mak e bonek",n
1292,Qt liat aja kedepannya...semoga baik,p
1293,Bu Risma 😃😃😃😃😃😍,p
1294,Semoga Bisa menjalankan tugasya dengan baik dan dimudahkan dalam segala urusan untuk kepentingan masyarakat dan negara,p
1295,Jadi pak Wishnutama diganti pak Sandiaga Uno? Atau beda jabatan?,p
1296,Mantul ... semoga kinerja beliau ...  beliau ... bisa memberikan manfaat lebih buat masyarakat luas ...,p
1297,Next Bu Risma jadi ketua KPK atau gak penyidik .... Habis sudahhhh koruptor😀😀,p
1298,MANTAB  BU RISMA  SELAMAT BERTUGAS....,p
1299,"Alhamdulillah Ibuku jd mensos, trimakasihhh pak😊🙏🙏🙏 tp yg aku ga sreg sandiaga kok di ambil sih pak, jd wagub aja amburadul, tidak menghasilkan sesuatu. kangen Bu Susi jd mentri lg😭😭😭",n
1300,Risma sih sesuai perkiraan ..tapi sandiaga uno ? Kenapa tidak susi ? Ada yg keberatan y,n
1301,"ayo pk mentri bu mentri yg baru,kerja kras buat bangsa dan rakyt indonesia,amin",p
1302,"Bapak sandiaga salahuddin unu. Kami ucapkan selamat bergabung dengan kabinet Indonesia maju, dan semoga semua calon menteri ini bisa menjalankan amanah yg sebentar lagi akan di embannya.",p
1303,Yg dari cekeas. Mana😛😜,n
1304,"Mentri baru...👍👍👍👍
Ini kren kren..
Ada bu RISMA dan bpk SANDI ..dan dll..
Smoga dpt berbakti buat BANGSA RI ,",p
1305,Semoga Indonesia maju Dan makmur  amiin,p
1306,"Pak wisnutama diganti ya 
Semoga ngurus net tv lagi",p
1307,Kasian bu risma harus bekerja sekeras mungkin untuk membenahi koruptor di kementrian sosial,p
1308,maju bu risma... saya di jogja mendukungmu,p
1309,Pak Terawan tamat sudah...,n
1310,mentri kelautan harusnya bu susi lagi donk ahhh,n
1311,"Mentri apa mentri mentrian.wkwkwk.ada juga di bikin uu korupsi yg berat dulu,baru milih mentri.wkwkwk",n
1312,saya sudah menebak kalo bpk sandi jadi mentri pariwisata....,p
1313,Fadli Zon kok enggak pak ...bagus tu jadi Mentri penentram masyarakat...,n
1314,Selamat Gus Yaqut,p
1315,Panas panas panas wkkwkwk,n
1316,Latar belakang Menkeanya Ngga nyambung BGT..,n
1317,Kembalikan bu susi pak..,n
1318,SELAMAT BU RISMA,p
1319,Mentri agamanya gus yaqutt 😍😍,p
1320,"Bu Risma Mensos ?? 
Sikat Semua Koruptor Bansos Bu.. 
Rakyat Indonesia Sudah Tau Semua Kinerja Ibu Tri Rismaharini , Selalu Langsung Turun Ke Jalan , Congrats Untuk Ibu Risma 🙏",p
1321,"Seseneng ini ya ketika nama pak sandi dan bu risma ada di jajaran mentri, semoga Indonesia bisa jadi lebih baik",p
1322,Bu susi kemanaaaa..,n
